BDD;ARK;ISNI;Label_categ;Prenoms;Nom;Sexe;RoleName;GenName;Surnoms;Annee_naissance;ID_Ville_naissance;Ville_naissance;Annee_mort;ID_Ville_mort;Ville_mort;Portraits;Confession;Formation;Professions;Oeuvre;Milieux_reseaux;Contacts_artistes;Fortune_critique;Publications;Citations;Bibliographie;Webographie;Notes;Commentaires
PERS0089;ark:/12148/cb11918679x;0000000121258260;AUT;Blaise;Pascal;;;;;1623/06/19;3024635;Clermont-Ferrand (Puy-de-Dôme);1662/08/19;2988507;Paris;;;;Mathématicien, physicien, écrivain. - Frère de : Pascal, Jacqueline (1625-1661);;;;;;;;;;
PERS0383;ark:/12148/cb10480664d;;AUT;Crispijn de;Passe;;;;;;;;;;;;;;;;;;;;;;;;
PERS0128;ark:/12148/cb12460003d;0000000108932118;AUT|EDIT;Charles;Patin;;;;;1633/02/23;2988507;Paris;1693/10/08;3171728;Padoue, Italie;;;;A écrit aussi en latin et en italien;;;;;;;;;;
PERS0108;ark:/12148/cb124622352;0000000117670914;AUT;Franciscus;Patricius;;;;;1413;3166548;Sienne, Italie;1494;3176438;Gaète, Italie;;;;Évêque de Gaète, Italie;;;;;;;;;;
PERS0411;ark:/12148/cb106624768;0000000064538660;AUT;Lagny;Paul de;;NOTE ANTOINE: pas la bonne cote: il s'agit de 410 => il y a eu un décalage;;;16..;;;1694/08/08;2988507;Paris;;;;Écrivit aussi en grec et latin. - Traduisit de l'italien en français|Capucin (à partir de 1630);;;;;;;;;;
PERS0111;ark:/12148/cb121598528;;AUT;Thomas;Pelletier;;;;;15..?;;;1628?;;;;;;Dates biographiques d'après NUC pre-1956;;;;;;;;;;
PERS0153;ark:/12148/cb124256999;0000000361018186;LIBR;Nicolas de;Pépingué;;;;;162.?;;;1688;;;;;;Imprimeur-libraire. - Troisième fils du libraire parisien Théodore Pépingué. Né après 1617 et avant 1625. Reçu libraire le 27 oct. 1650, en même temps que son frère Étienne (né en avril 1625). Exerce l'imprimerie dès oct. 1654 ou peu avant. Revend trois presses à François Muguet en mars 1686. Décédé peu après le 7 fév. 1688. Sa veuve Radegonde Bouillerot lui succède, en association avec son gendre Jacques Le Febvre;;;;;;;;;;
PERS0308;ark:/12148/cb170718272;0000000416532941;LIBR;Théodore;Pépingué;;;;;15..;;;1648/02;;;;;;Imprimeur-libraire. - Établi dès 1613. D'après le procès-verbal de visite des imprimeries parisiennes de fév. 1644, il tient deux presses et emploie trois compagnons. Sépulture à Paris le 6 fév. 1648. Sa veuve Marie L'Écuyer (ou : Lescuyer) lui succède en association avec son gendre Étienne Maucroy (16..-1679?);;;;;;;;;;
PERS0385;ark:/12148/cb125619488;0000000122478185;AUT;François;Perrier;;;;;1590;2986302;Pontarlier (Doubs);1650;2988507;Paris;;;;Peintre d'histoire. - Graveur au burin;;;;;;;;;;
PERS0386;;;EDIT;;Perrier;;Veuve de François Perrier;;;;;;;;;;;;;;;;;;;;;;
PERS0157;ark:/12148/cb123170465;0000000000165762;LIBR;Jean;Petit;;;;;15..;;;1612;;;;;;"Imprimeur-libraire. - De confession calviniste. Vraisemblablement fils d'un précédent Jean II Petit, décédé vers 1588. Présent aux ventes après décès du chapitre cathédral de Rouen en sept. 1591 et avril 1595. Publie plusieurs ouvrages sous l'adresse d'""Honnefleur"" (= Honfleur) en 1606. Poursuivi en 1599 (arrêt du parlement de Normandie du 29 nov. 1599 le condamnant à une amende pour impression à Rouen de l'""ABC des chrestiens""), en 1605 (sentence du bailliage du 8 fév. 1605), et plusieurs fois au cours des années 1610-1612, pour impression et débit d'ouvrages prohibés sans adresse ou sous fausse adresse (arrêts du parlement de Normandie des 27 juillet, 7 août, 2 et 20 nov. 1610, et 3, 6 fév. et 7 avril 1612). Décédé après le 7 avril 1612. Sa veuve Marie (ou Marion) Maufils lui succède dès 1612";;;;;;;;;;
PERS0419;ark:/12148/cb122335982;0000000110631269;LIBR;Philippe;Borde;;;;;160.?;;;1669/07;;;;;;"Libraire. - Originaire d'Orléans, issu d'une famille de libraires, peut-être fils de Jean I Borde. Épouse en mai 1629 la fille du libraire lyonnais Claude I Rigaud. Veuf, se remarie avec la veuve de Gabriel Boissat (déc. 1640). Mort entre le 13 (testament) et le 20 (sépulture) juillet 1669|Associé de 1629 à 1641 à la veuve de Claude I Rigaud, sa belle-mère ; de 1640 à 1643, à Laurent Durand et à Laurent Arnaud ; de 1644 à 1649, à Laurent Arnaud et aux héritiers de Pierre Prost ; de 1649 à 1662, à Laurent Arnaud et Claude II Rigaud ; de 1661 à 1669, à son fils Pierre Borde et à Laurent Arnaud (ainsi qu'à Guillaume Barbier à partir de 1663)";;;;;;;;;;
PERS0326;ark:/12148/cb13163979g;0000000121246825;AUT;Giovan Pietro;Pierio Valeriano;;;;;1477;3182210;Belluno, Italie;1560;3171728;Padoue, Italie;;;;A aussi traduit du grec en latin et écrit en italien;;;;;;;;;;
PERS0408;;;AUT;Pierre;Lebrun;;NOTE ANTOINE: pas la bonne cote: il s'agit de 407 => il y a eu un décalage;;;;;;;;;;;;;;;;;;;;;;
PERS0427;ark:/12148/cb17755931b;;LIBR;Pierre;Rigaud;;;;;16..?;;;1662?;;;;;;"Libraire. - Fils de Claude I, frère de Claude II, et neveu de Pierre I Rigaud, également libraires à Lyon. Achète une charge en juillet 1631. Attesté en activité à Lyon de 1641 à 1658. Épouse en 1642 Claudine Surda (ou : Sonda). Inventaire après décès en 1662|Travaille en association avec sa mère Marguerite Niobert, veuve de Claude I Rigaud, et son frère Claude II Rigaud de 1641 à 1643 ; avec son frère seulement de 1644 à 1649. Membre de 1645 à 1651 de la Compagnie des libraires de Lyon (""Societas bibliopolarum"") avec son frère Claude et les libraires Claude Prost, Jérôme Delagarde et Jean-Antoine Huguetan. Travaille également en association avec les libraires lyonnais Antoine Jullieron (1651) et Étienne Michallet (1658)";;;;;;;;;;
PERS0407;ark:/12148/cb111165266;;AUT;Pierre de;Lancre;;NOTE ANTOINE: pas la bonne cote: il s'agit de 406 => il y a eu un décalage;;;;;;;;;;;;;;;;;;;;;;
PERS0360;ark:/12148/cb11998742h;0000000083425581;AUT;Roger de;Piles;;;;;1635;3024782;Clamecy (Nièvre, France);1709/04/05;2988507;Paris;;;;A aussi traduit du latin en français;;;;;;;;;;
PERS0064;ark:/12148/cb12239366b;0000000121215631;LIBR;Jean;Pillehotte;;;;;154.;;;1612;;;;;;"Libraire ; libraire de la Compagnie de Jésus, de la ville et de l'archevêché [de Lyon] ; imprimeur ordinaire du Roi (158.-1594) ; libraire de la Sainte Union (1589-1593). - Né entre 1540 et 1550. Gendre, puis associé du libraire Michel Jouve jusqu'à la mort de celui-ci (1580). Ligueur zélé, il est chassé de Lyon en 1594 ""à cause de sa forfaiture et rébellion"". Déchu de la charge d'imprimeur du Roi au profit de Guichard Julliéron et Thibaud Ancelin (avril 1594), il peut néanmoins reprendre la direction de sa maison";;;;;;;;;;
PERS0381;ark:/12148/cb12415458z;0000000083447991;LIBR;Eugène;Piot;;;;;1812/11/11;2988507;Paris (France);1890/01/17;2988507;Paris (France);;;;Archéologue philhellène, collectionneur et marchand d'art. - Effectue de nombreux voyages en Europe et au Proche-Orient. - Photographe;;;;;;;;;;
PERS0160;ark:/12148/cb121831995;0000000110282433;AUT;Thomas;Platter;;;;;1574/07/24;2661604;Bâle (Suisse);1628/12/04;2661604;Bâle (Suisse);;;;Médecin. - Professeur d'anatomie et de botanique. - Titulaire de la chaire de médecine pratique à l'université de Bâle;;;;;;;;;;
PERS0461;ark:/12148/cb122527696;000000000097552X;LIBR;Jean I;Poisson;;;;;16..;;;1688;;;;;;Imprimeur-libraire. - Fils et successeur de Pierre I Poisson. Veuve attestée dès 1688;;;;;;;;;;
PERS0345;ark:/12148/cb12561640p;0000000001507365;LIBR;François;Pomeray;;;;;15..;;;1649?;;;;;;Imprimeur-libraire. - Inventaire après décès du 11 août 1649;;;;;;;;;;
PERS0285;;;LIBR;Nicolas;Portier;;;;;;;;;;;;;;;;;;;;;;;;
PERS0143;ark:/12148/cb13756019p;0000000003493868;AUT;François de;Potshoek;;;;;1637?;;;17..?;;;;;;Seigneur de Potshoek;;;;;;;;;;
PERS0387;ark:/12148/cb119204967;0000000120999120;AUT;Nicolas;Poussin;;;;;1594/06/15;3002172;Les Andelys (Eure);1665/11/19;3169070;Rome;;;;Peintre et graveur à l'eau-forte;;;;;;;;;;
PERS0185;ark:/12148/cb121977708;0000000120990281;AUT;Jean;Puget de la Serre;;;;;1594/11/15;2972315;Toulouse;1665/07;;;;;;Essayiste. - Dramaturge;;;;;;;;;;
PERS0131;ark:/12148/cb130104404;0000000109176887;LIBR;Toussaint;Quinet;;;;;160.?;;;1652/05;;;;;;Variante(s) de prénom : Toussainct. - Libraire. - En apprentissage à partir du 5 août 1617 chez le libraire Rolet Boutonné. Reçu maître le 4 sept. 1625. Gendre du libraire Pierre-Louis Febvrier. A traduit de l'italien en français. Publie les traductions des œuvres de Machiavel. Spécialisé dans la vente des pièces de théâtre, éditeur attitré de Paul Scarron. Beau-père de Pierre I Mariette et de Guillaume de Luynes (mai 1652). Père de Toussaint II Quinet, reçu libraire le 19 oct. 1651. Inventaire après décès 14 mai 1652. Veuve attestée à partir de 1657;;;;;;;;;;
PERS0329;ark:/12148/cb13009087n;0000000057452180;AUT;Daniel de;Rampalle;;;;;1603?;2974446;Sisteron (Alpes-de-Haute-Provence);1660?;;;;;;Avocat;;;;;;;;;;
PERS0238;ark:/12148/cb121487698;0000000110493134;AUT;Eustache de;Refuge;;;;;1564;;;1617/09/13;;;;;;Conseiller au Parlement (1592). - Ambassadeur en Hollande (1614). - Moraliste;;;;;;;;;;
PERS0339;ark:/12148/cb12018202t;0000000108814744;AUT;Mathurin;Régnier;;;;;1573/12/21;3026467;Chartres (Eure-et-Loir);1613/10/22;2982652;Rouen (Seine Maritime);;;;Poète satiriste. - Poète officiel de la Cour;;;;;;;;;;
PERS0135;ark:/12148/cb16145708w;0000000010993780;LIBR;Georgius;Remeus;;;;;16..;;;1668;;;;;;"Libraire. - Fils d'un marchand d'Anvers. Reçu libraire en 1655 dans la guilde Saint-Luc d'Anvers. S'établit à Lyon, devient le gendre du libraire lyonnais Jean Champion, et s'associe en 1660 avec le libraire Horace Boissat, avec qui il publie jusqu'à sa propre mort (1668). Poursuit notamment le commerce vers l'Espagne. Effectue au moins trois voyages à Anvers de 1660 à 1666 pour le compte de l'association. Endetté, il n'aurait pas eu, d'après un concordat d'H. Boissat avec les créanciers (21 mars 1669), ""toute la vigilance & conduitte dans leurs affaires, auroit faict divers voyages dans les pays estrangers, sans rendre aucun compte à son retour, & seroit decedé dans ce desordre"". Inventaire après décès 1er oct. 1668";;;;;;;;;;
PERS0330;ark:/12148/cb12335203c;0000000012141565;AUT;Théophraste;Renaudot;;;;;1586;2997457;Loudun (Vienne);1653/10/25;2988507;Paris;;;;Secrétaire et médecin du roi. - Homme de lettres. - Fondateur de la Gazette (1631);;;;;;;;;;
PERS0338;ark:/12148/cb123854974;0000000139923695;EDIT;Nicolas;Renouard;;;;;16..;;;165.;;;;;;Avocat au conseil privé et historiographe de Louis XIII. - A publié notamment des traductions de plusieurs textes d'Ovide;;;;;;;;;;
PERS0091;ark:/12148/cb11921623t;0000000121441815;AUT;Jean-François Paul de Gondi de;Retz;;cardinal de Retz;;;1613/09/20;;;1679/08/24;;;;;;Cardinal (nommé en 1652). - Coadjuteur de l'archevêché de Paris (en 1643) pour son oncle : Gondi, Jean François de (1584-1654). - Homme politique;;;;;;;;;;
PERS0092;ark:/12148/cb11921894w;0000000123198599;AUT;Armand Jean du Plessis de;Richelieu;;duc de Richelieu;;;1585/09/05;2988507;Paris (France);1642/12/04;2988507;Paris (France);;;;Cardinal. - Principal ministre de Louis XIII (à partir de 1624). - Évêque de Luçon (1605/1607-1624);;;;;;;;;;
PERS0093;ark:/12148/cb12147272j;0000000121364450;AUT;Louis;Richeome;;;;;1544;3009649;Digne;1625/09/15;3031582;Bordeaux;;;;Écrivit aussi en latin;;;;;;;;;;
PERS0096;ark:/12148/cb12394925m;0000000121027403;LIBR;Pierre de;Rigaud;;;;;15..;;;1631?;;;;;;"Libraire. - En activité dès 1594. Fils aîné du libraire de Lyon Benoît Rigaud, auquel il succède en 1597 sous la raison ""Héritiers de Benoît Rigaud"" jusqu'en 1601. Frère de Claude I et Simon Rigaud. Testament du 24 juillet 1631 ; décédé peu après. Sa veuve Geneviève Panse lui succède jusque vers 1634 avant de se remarier à un médecin. Une ""vefve de Pierre Rigaud"" est cependant attestée dès 1630 sur une publication";;;;;;;;;;
PERS0141;ark:/12148/cb13749462f;0000000000706768;LIBR;Simon;Rigaud;;;;;158.?;;;1654?;;;;;;"Imprimeur-libraire. - Fils du libraire lyonnais Benoît Rigaud ; frère cadet des libraires Pierre I et Claude I Rigaud. Oncle et tuteur des enfants du libraire Gabriel Boissat. Délégué aux élections consulaires de Lyon en 1613, 1621 et 1632. Sa maison ayant brûlé en partie, il la reconstruit en déc. 1653. Testament le 1er mai 1654 ; mort vraisemblablement peu après";;;;;;;;;;
PERS0145;ark:/12148/cb10534809x;;AUT;Jean-Antoine;Rigaud;;;;;;;;;;;;;;;;;;;;;;;;
PERS0332;ark:/12148/cb121264953;0000000118676066;AUT;Cesare;Ripa;;;;;1560?;3171180;Pérouse, Italie;1622/06/22;3169070;Rome;;;;Théoricien de l'art;;;;;;;;;;
PERS0240;ark:/12148/cb12360873m;0000000008903969;LIBR;Pierre;Rocolet;;;;;15..;;;1662/01/18;;;;;;"Imprimeur-libraire ; imprimeur (et libraire ordinaire) du Roi (1635) ; imprimeur (et libraire ordinaire) de la (Maison de) ville [de Paris] (1625) ; imprimeur de la cour des Aides. - Natif de Paris. Établi en 1610 ou peu avant. Protégé du chancelier Pierre Séguier. Syndic de la communauté des métiers du livre parisiens du 2 oct. 1646 au 8 mai 1649, capitaine de son quartier et lieutenant-colonel au régiment de Champlâtreux durant la Fronde. Se distingue par sa fidélité au Roi. Récompensé en oct. 1651 par l'obtention d'une médaille royale. Décédé à Paris en janv. 1662. Damien Foucault (fils d'un libraire d'Orléans), mari de sa petite-fille Anne Bonj(e)an, succède en juin 1663 à la veuve de Pierre Rocolet, publiant parfois encore sous la raison : ""En la boutique de Pierre Rocolet"". La veuve de D. Foucault fera de même jusque vers 1681";;;;;;;;;;
PERS0270;;;LIBR;Jacques;Roger;;;;;;;;;;;;;;;;;;;;;;;;
PERS0136;ark:/12148/cb12313927d;0000000121252889;AUT;Henri de;Rohan;;Prince de Léon, comte de Porhoët, duc de Rohan;;;1579/08/21;3032462;Blain (Loire-Atlantique);1638/02/28;11054933;Koenigsfelden (Suisse);;;;Prince de Léon et comte de Porhoët, créé 1er duc de Rohan et pair de France en 1603. - Colonel général des Suisses. - Chef du parti protestant sous Louis XIII;;;;;;;;;;
PERS0342;ark:/12148/cb11922538t;0000000121017491;AUT;Pierre de;Ronsard;;;;;1524/09/11;3022785;Couture-sur-Loir (Loir-et-Cher);1585/12/27;3006928;Saint-Cosme-en-l'Isle (Indre-et-Loire);;;;Poète;;;;;;;;;;
PERS0476;ark:/12148/cb119227209;0000000122831639;AUT;Jean de;Rotrou;;;;;1609/08/21;;;1650/06/28;;;;;;Poète et dramaturge;;;;;;;;;;
PERS0343;ark:/12148/cb11923324t;0000000121340352;AUT;Marc-Antoine Girard de ;Saint-Amant;;;;;1594/09/30;2982652;Rouen (Seine-Maritime);1661/12/29;2988507;Paris (France);;;;Poète. - Membre de l'Académie française (nommé en 1634);;;;;;;;;;
PERS0163;ark:/12148/cb167683277;;AUT;Jean de;Saint-Aubin;;;;;1588/10/20;;;1660/10/18;2996944;Lyon;;;;Jésuite. - Professeur de grammaire, missionnaire;;;;;;;;;;
PERS0346;ark:/12148/cb12159376w;0000000356744298;AUT;Charles de;Saint-Évremond;;;;;1613/04/01;2980881;Saint-Denis-Le-Guast (Manche);1703/09/29;2643743;Londres;;;;Homme de lettres. - Officier militaire;;;;;;;;;;
PERS0389;ark:/12148/cb16761610n;0000000434314593;AUT;Jean de;Saint-Igny;;;;;1595?;;;1649?;;;;;;Dessinateur. - Peintre. - Graveur. - Formé à Rouen. - Exerce entre Paris et Rouen. - Frère de Madeleine de Saint-Igny (1597?-1675), épouse de l'imprimeur-libraire et poète rouennais David (II) Ferrand (1589-1660). - Décédé après 1649;;;;;;;;;;
PERS0333;ark:/12148/cb12218738j;0000000004768253;AUT;Jean;Salabert;;;;;1600?;;;1665;;;;;;Écrit aussi en français;;;;;;;;;;
PERS0300;ark:/12148/cb162528184;0000000108116794;LIBR;Dominique;Salis;;;;;15..;;;1603;;;;;;Libraire-relieur. - Gendre du libraire parisien Jacques Lucas. Acquitte la taxe d'ouverture de boutique en 1586. Quitte temporairement Paris et s'associe par contrat en juillet 1593 avec le libraire et doreur François Le Heudier. Reçoit Macé Ruette pour apprenti en mars 1598. Décédé en 1603, date à laquelle sa veuve, Geneviève Pa(i)lleux, lui succède, avant de se remarier après 1616 avec le libraire François I Gueffier;;;;;;;;;;
PERS0320;ark:/12148/cb12490484z;;LIBR;Jacques de;Sanlecque;;;;;1612/05/01;;;1659/12/24;;;;;;"Imprimeur-libraire. - Reçu libraire, imprimeur et fondeur de caractères en janv. 1637. Fils de Jacques I de Sanlecque avec qui il travaille. En 1639 tous deux reçoivent un privilège pour une nouvelle méthode d'impression du plain-chant et impriment de nombreux ouvrages de musique. Robert II Ballard, imprimeur du Roi pour la musique, leur fait un procès. Auteur d'une allégorie sur le vin imprimée à la suite du ""Traité de l'eau de vie..."" de J. Brouaut, Paris, 1646. Dit (à tort?) âgé de 46 ans lors de son décès (déc. 1659)";;;;;;;;;;
PERS0166;ark:/12148/cb12815319g;0000000121024878;AUT;Henri;Sauval;;;;;1623/03;2988507;Paris (France);1676/03/21;2988507;Paris (France);;;;Avocat au Parlement de Paris. - Historien, archéologue. - Baptisé le 5 mars 1623;;;;;;;;;;
PERS0138;ark:/12148/cb144675988;0000000108903114;AUT;François;Schott;;;;;1548/11/09;2803138;Anvers (Belgique);1622/03/17;2803138;Anvers (Belgique);;;;Historien. - Magistrat. - Voyageur. - Frère d'Andreas Schott (1552-1629);;;;;;;;;;
PERS0253;ark:/12148/cb134833354;0000000080161154;AUT;Florentinus;Schuyl;;;;;1619/03/13;2747596;Schiedam (Pays-Bas);1669/09/05;2751773;Leyde (Pays-Bas);;;;A aussi traduit du français en latin;;;;;;;;;;
PERS0347;ark:/12148/cb11924230q;0000000121441372;AUT;Georges de;Scudéry;;;;;1601/08/22;3003796;Le Havre;1667/05/14;2988507;Paris;;;;A aussi traduit de l'italien en français;;;;;;;;;;
PERS0465;ark:/12148/cb119242312;0000000121214284;AUT;Madeleine de;Scudéry;;;;;1607;3003796;Le Havre;1701/06/02;2988507;Paris;;;;Romancière et poète. - A aussi publié sous le nom de son frère;;;;;;;;;;
PERS0335;ark:/12148/cb121004132;0000000116515592;AUT;Jean-François;Senault;;;;;1599;2803138;Anvers, Belgique;1672/08/03;2988507;Paris;;;;Oratorien. - Supérieur général de l'Oratoire, 17 avril 1663;;;;;;;;;;
PERS0391;ark:/12148/cb122408135;0000000012121564;EDIT;Charles de;Sercy;;;;;1623;;;1700?;;;;;;"Libraire. - Originaire de Soissons. Frère puîné du libraire Nicolas de Sercy. En avril 1637, il entre en apprentissage chez le libraire Nicolas Delaulne qu'il quitte en nov. 1639 pour entrer chez Jacques I Villery, dont il a peut-être déjà épousé la fille. Après son temps d'apprentissage et de compagnonnage, il est libraire étalant sur le Pont-Neuf, qu'il s'engage à quitter lors de sa réception en sept. 1649. En mai 1694, il prend pour apprenti son neveu Claude Prudhomme qui lui succédera. Également auteur de préfaces et de l'""Abrégé méthodique de la géographie"", 1698, ainsi que de ""L'Amant de bonne foi"", 1672. Mort après le 29 mai 1700 ; n'est plus attesté lors de l'enquête de nov.-déc. 1701";;;;;;;;;;
PERS0304;ark:/12148/cb12231015p;0000000000512808;AUT;Louis;Sevestre;;;;;158.?;;;1634;;;;;;"Imprimeur-libraire et fondeur de caractères. - Troisième fils de Thomas I Sevestre ; né peu après 1586. Reçu imprimeur-libraire en 1606, il commence à exercer dès 1602. Décédé peu avant le 20 mars 1634 (réception de son fils Louis III)";;;;;;;;;;
PERS0161;ark:/12148/cb150557481;0000000000598277;AUT;Ludwig;Sieber;;;;;1833;;;1891;;;;;;Historien. - Directeur de la bibliothèque de l'Université de Bâle, Suisse;;;;;;;;;;
PERS0087;ark:/12148/cb15112002d;0000000111850148;LIBR;Michel;Soly;;;;;159.?;;;1661/07;;;;;;Libraire. - Fils de Pierre Soly, bourgeois de Paris, et petit-fils de l'imprimeur-libraire parisien Guillaume I Chaudière. En apprentissage chez le libraire parisien Jean II de Heuqueville à partir de déc. 1607, il s'établit avant sept. 1618. Gendre en premières noces (30 avril 1619) de Jean II de Heuqueville. Père du libraire Georges Soly (1632-1665). Meurt ruiné en juillet 1661. Sépulture le 30 juillet 1661 à Paris. Inventaire après décès le 1er août 1661;;;;;;;;;;
PERS0075;ark:/12148/cb122394329;0000000121394772;LIBR;Antoine de;Sommaville;;;;;1597/11/03;;;1664;;;;;;Libraire. - Fils du libraire-relieur parisien Simon de Sommaville. Reçu maître le 14 août 1620. Épouse en 1621 la veuve de l'imprimeur Robert Mansion. Décédé peu avant le 30 déc. 1664, date à laquelle sa veuve obtient un privilège royal (BnF, ms. fr. 21945, fol. 36 v°). Veuve en activité jusqu'en 1666 au moins;;;;;;;;;;
PERS0094;ark:/12148/cb16000886r;0000000121423166;LIBR;Laurent;Sonnius;;;;;1570/04/03;;;1628/11/02;;;;;;"Libraire ; libraire juré de l'université [de Paris]. - Fils de l'imprimeur-libraire parisien Michel I Sonnius et frère des libraires Michel II et Jean Sonnius. Paie la taxe d'ouverture de boutique en 1595-1596 mais exerce dès 1594. Également monnayer de la monnaie de Troyes (1596). Membre avec ses frères de la deuxième Compagnie de la Grand-Navire formée en fév. 1599. Décédé à Paris le 2 nov. 1628";;;;;;;;;;
PERS0307;ark:/12148/cb11925156c;0000000110260656;AUT;Samuel;Sorbière;;;;;1615/09/17;2981810;Saint-Ambroix (Gard);1670;2988507;Paris;;;;A aussi écrit en latin. - A traduit de l'anglais en français;;;;;;;;;;
PERS0390;ark:/12148/cb11925160m;0000000118337670;AUT;Charles;Sorel;;;;;1582?;2988507;Paris;1674/03/08;2988507;Paris;;;;Poète et romancier. - Historiographe du roi;;;;;;;;;;
PERS0219;ark:/12148/cb150794326;0000000107797305;LIBR;Thomas;Soubron;;;;;15..;;;1626?;;;;;;"Libraire. - Originaire de Paris, probablement apparenté aux libraires parisiens Claude et Jean II Soubron (XVIe siècle). Présent à Lyon en qualité de libraire dès l'été 1587. Publications connues à partir de 1592. Épouse avant 1595 Philiberte Michel, sœur de l'imprimeur-libraire lyonnais Claude Michel. Beau-père du libraire lyonnais Jean IV Huguetan. Dresse l'inventaire après décès du libraire Benoît La Caille en 1620. Des publications paraissent encore sous son nom en 1625 et 1626. Veuve attestée à partir de 1626. Père d'André Soubron, reçu libraire à Paris en janv. 1625. Antoine Soubron, probablement son fils lui aussi, exerce à Lyon dès 1622|Travaille en association à Lyon avec Moïse Desprez de janv. 1595 à juin 1598, puis avec Jean Veyrat en 1601-1602 ; à Tournon avec son beau-frère Claude Michel";;;;;;;;;;
PERS0176;ark:/12148/cb10646598d;;AUT;Antoine;Sucquet;;;;;;;;;;;;;;;;;;;;;;;;
PERS0054;ark:/12148/cb11887667z;0000000121033889;AUT;;Tacite;;;;;55;;;0120;;;;;;Historien romain;;;;;;;;;;
PERS0281;ark:/12148/cb17145239x;0000000461096456;LIBR;Suzanne;Tainturier;;Veuve de Joseph Tainturier;;;16..;;;167.?;;;;;;Nom patronymique : Suzanne Chevreau(x). - Imprimeur-libraire. - Fille d'un tailleur. Épouse Joseph Tainturier, fils de l'imprimeur-libraire de Bourg-en-Bresse Jean Tainturier, en juin 1633. Attestée en activité à partir de 1644, et jusqu'en 1673 au moins. A travaillé en association avec sa belle-mère Pierrette Dorcière, veuve de Jean Tainturier. Ses fils Jean et Gabriel Tainturier lui succèdent après 1673;;;;;;;;;;
PERS0348;ark:/12148/cb119259646;0000000118043795;AUT;Gédéon;Tallemant des Réaux;;;;;1619/10/02;3006787;La Rochelle;1692/11/10;;;;;;Écrivain, poète et mémorialiste;;;;;;;;;;
PERS0325;ark:/12148/cb12239447b;000000006406248X;LIBR;François I;Targa;;;;;159.?;;;1642?;;;;;;"Imprimeur-libraire ; imprimeur de monseigneur l'archevêque de Paris. - Entré en apprentissage pour trois ans en mai 1613 ; reçu imprimeur en 1617. Gendre de l'imprimeur-libraire parisien François Julliot. Encore en activité en 1642. Veuve attestée en juillet 1642";;;;;;;;;;
PERS0351;ark:/12148/cb119260670;0000000012118517;AUT;Torquato;Tasso, dit Le Tasse;;;;;1544/03/11;3166350;Sorrente (Italie);1595/04/25;3169070;Rome (Italie);;;;Poète;;;;;;;;;;
PERS0380;ark:/12148/cb14561871s;0000000090189142;AUT;Domenico;Tempesti;;;;;1655?;8469149;Rovezzano (Italie);1737/03/21;3176959;Florence (Italie);;;;Peintre. - Graveur;;;;;;;;;;
PERS0047;ark:/12148/cb12171068x;;AUT;Gaspard de;Tende;;;;;;;;;;;;;;;;;;;;;;;;
PERS0194;ark:/12148/cb145130564;0000000121426658;LIBR;Melchior;Tevernier;;;;;1594;;;1665/05;;;;;;"Graveur, éditeur et marchand d'estampes ; hydrographe, graveur et ""imprimeur en tailles-douces du Roi"". - Serait le fils du graveur Gabriel II Tavernier et le neveu de Melchior I Tavernier. Entre en apprentissage à Paris le 30 juin 1609 chez le graveur flamand Thomas de Leu. Rachète le fonds de son père le 30 avril 1619. À l'origine du développement de la cartographie française, il travaille notamment de 1632 à 1644 environ avec Nicolas Sanson. Ami et éditeur du graveur Abraham Bosse. Fournisseur attitré et homme à tout faire de Nicolas-Claude Peiresc. En 1644, d'une part, il vend pour 5 000 l. une partie de son fonds à François Langlois dit Ciartres, et pour 11 200 l. l'autre partie à Pierre I Mariette ; d'autre part, il se retire et acquiert la charge de contrôleur et clerc de la maison d'Orléans. Devient l'homme de confiance de son frère Jean-Baptiste Tavernier, marchand, ""trafiquant"" et négociant. Encore en vie le 1er mai 1665 (acte notarié) ; inventaire après décès le 25 mai 1665";;;;;;;;;;
PERS0415;ark:/12148/cb11915337f;0000000079799919;AUT;Théodore Turquet de;Mayerne;;;;;1573/09/28;;;1655/03/15;;;;;;Écrivit aussi en français et en anglais|Médecin. - Nommé baron d'Albone (ou d'Aubonne) en 1621, par Charles Ier d'Angleterre;;;;;;;;;;
PERS0187;ark:/12148/cb11926393c;0000000117642534;AUT;André;Thevet;;;;;1516;3037598;Angoulême (Charente);1592/11/23;2988507;Paris;;;;Cordelier. - Aumônier de Catherine de Médicis, historiographe et cosmographe du roi;;;;;;;;;;
PERS0208;ark:/12148/cb12491702v;0000000001973008;LIBR;Samuel;Thiboust;;;;;15..;;;1635/05;;;;;;Variante(s) de prénom : Samuele. - Imprimeur-libraire, graveur et fondeur de caractères. - Fils (?) de l'imprimeur-libraire et fondeur parisien Guillaume Thiboust. Épouse en déc. 1614 Jeanne Guillemot, fille du libraire Mathieu I Guillemot. Inventaire après décès le 21 mai 1635 et fonds mis en vente en oct. 1635. Sa veuve lui succède avant de se remarier avec Jean Libert en juillet 1638;;;;;;;;;;
